FWD  2.4048255577 0.0964623040247 0.157849856552
FWD  5.52007811029 0.0345716147874 0.157645009727
FWD  8.65372791291 -0.00488728219235 0.157277041206
FWD  11.791534439 -0.00742587665134 0.156746837094
FWD  14.9309177085 -0.000179511143159 0.15605577885
FWD  18.0710639679 0.00174967281699 0.155205671692
FWD  21.2116366299 0.000624308252967 0.154198729058
FWD  24.3524715307 -0.00017098415698 0.153037559872
FWD  27.493479132 -0.000276703984786 0.151725154626
FWD  30.6346064684 -0.000133633891472 0.150264869747
FWD  33.7758202136 8.40909985111e-06 0.148660410224
FWD  36.9170983537 6.99378343713e-05 0.146915810575
FWD  40.0584257646 5.69199933255e-05 0.14503541429
FWD  43.1997917132 1.25493709848e-05 0.143023851877
FWD  46.3411883717 -2.15230392797e-05 0.140886017687
FWD  49.4826098974 -2.76860397139e-05 0.138627045658
FWD  52.6240518411 -1.26730371625e-05 0.136252284167
FWD  55.765510755 5.74998186479e-06 0.133767270159
FWD  58.9069839261 1.40068640168e-05 0.13117770273
FWD  62.0484691902 9.78406188697e-06 0.128489416358
FWD  65.1899648002 -4.90722892627e-08 0.125708353946
FWD  68.3314693299 -6.98080531241e-06 0.122840539881
FWD  71.4729816036 -6.94822634864e-06 0.119892053272
FWD  74.6145006437 -1.92478591662e-06 0.116869001554
FWD  77.7560256304 3.19957367765e-06 0.113777494624
FWD  80.8975558711 4.69350475593e-06 0.110623619681
FWD  84.0390907769 2.39364486725e-06 0.107413416922
FWD  87.1806298436 -1.14084050108e-06 0.104152856247
FWD  90.3221726372 -3.01948238003e-06 0.100847815116
FWD  93.4637187819 -2.24715845878e-06 0.0975040576835
FWD  96.605267951 4.72925031098e-08 0.0941272153287
FWD  99.7468198587 1.82259531655e-06 0.0907227686939
FWD  102.888374254 1.8731961188e-06 0.0872960313171
FWD  106.029930916 4.89566039568e-07 0.0838521349438
FWD  109.17148965 -9.94822629032e-07 0.0803960165811
FWD  112.31305028 -1.4487686921e-06 0.0769324073499
FWD  115.454612654 -7.04156082402e-07 0.0734658231692
FWD  118.596176631 4.44534468027e-07 0.070000557299
FWD  121.737742088 1.05458421673e-06 0.0665406747492
FWD  124.879308913 7.37328951944e-07 0.0630900085507
FWD  128.020877006 -9.80144149575e-08 0.0596521578683
FWD  131.162446275 -7.24394231058e-07 0.0562304879241
FWD  134.304016638 -6.76286834027e-07 0.0528281316849
FWD  137.44558802 -1.03250007774e-07 0.0494479932547
FWD  140.587160353 4.67857915693e-07 0.0460927529028
FWD  143.728733574 5.75616264523e-07 0.0427648736452
FWD  146.870307626 2.05570879501e-07 0.039466609286
FWD  150.011882457 -2.8183042397e-07 0.0362000138188
FWD  153.153458019 -4.68965499524e-07 0.0329669520743
FWD  156.295034269 -2.45466689945e-07 0.0297691114976
FWD  159.436611164 1.56284747658e-07 0.0266080149283
FWD  162.578188669 3.75844393811e-07 0.023485034251
FWD  165.719766748 2.51408185401e-07 0.0204014047813
FWD  168.861345369 -7.76243378103e-08 0.0173582402445
FWD  172.002924503 -3.05771985934e-07 0.0143565482059
FWD  175.144504122 -2.45031258051e-07 0.0113972458062
FWD  178.2860842 3.06767803755e-08 0.00848117565768
FWD  181.427664714 2.60929332788e-07 0.0056091217548
FWD  184.569245641 2.41958263868e-07 0.00278182525668
FWD  187.71082696 9.94236044014e-19 -1.43168024964e-17
BCKWD  0.0 1.0 1.0
BCKWD  0.001001001001 1.0 0.999999998472
BCKWD  0.002002002002 1.0 0.999999993968
BCKWD  0.003003003003 1.0 0.999999986726
BCKWD  0.004004004004 1.0 0.999999977131
BCKWD  0.00500500500501 1.0 0.999999965697
BCKWD  0.00600600600601 1.0 0.999999953048
BCKWD  0.00700700700701 1.0 0.999999939886
BCKWD  0.00800800800801 1.0 0.999999926961
BCKWD  0.00900900900901 1.0 0.99999991504
BCKWD  0.01001001001 1.0 0.99999990487
BCKWD  0.011011011011 1.0 0.999999897142
BCKWD  0.012012012012 1.0 0.999999892463
BCKWD  0.013013013013 1.0 0.999999891321
BCKWD  0.014014014014 1.0 0.999999894065
BCKWD  0.015015015015 1.0 0.999999900883
BCKWD  0.016016016016 1.0 0.99999991179
BCKWD  0.017017017017 1.0 0.999999926621
BCKWD  0.018018018018 1.0 0.999999945033
BCKWD  0.019019019019 1.0 0.999999966512
BCKWD  0.02002002002 1.0 0.999999990395
BCKWD  0.021021021021 1.0 1.00000001588
BCKWD  0.022022022022 1.0 1.00000004208
BCKWD  0.023023023023 1.0 1.00000006802
BCKWD  0.024024024024 1.0 1.00000009271
BCKWD  0.025025025025 1.0 1.00000011515
BCKWD  0.026026026026 1.0 1.0000001344
BCKWD  0.027027027027 1.0 1.00000014962
BCKWD  0.028028028028 1.0 1.00000016006
BCKWD  0.029029029029 1.0 1.00000016516
BCKWD  0.03003003003 1.0 1.00000016452
BCKWD  0.031031031031 1.0 1.00000015796
BCKWD  0.032032032032 1.0 1.0000001455
BCKWD  0.033033033033 1.0 1.00000012741
BCKWD  0.034034034034 1.0 1.00000010416
BCKWD  0.035035035035 1.0 1.00000007643
BCKWD  0.036036036036 1.0 1.00000004508
BCKWD  0.037037037037 1.0 1.00000001117
BCKWD  0.038038038038 1.0 0.99999997583
BCKWD  0.039039039039 1.0 0.999999940319
BCKWD  0.04004004004 1.0 0.99999990592
BCKWD  0.041041041041 1.0 0.999999873912
BCKWD  0.042042042042 1.0 0.999999845525
BCKWD  0.043043043043 1.0 0.999999821884
BCKWD  0.044044044044 1.0 0.999999803974
BCKWD  0.045045045045 1.0 0.999999792594
BCKWD  0.046046046046 1.0 0.999999788322
BCKWD  0.047047047047 1.0 0.999999791495
BCKWD  0.048048048048 1.0 0.999999802186
BCKWD  0.049049049049 1.0 0.999999820193
BCKWD  0.0500500500501 1.0 0.999999845047
BCKWD  0.0510510510511 1.0 0.999999876018
BCKWD  0.0520520520521 1.0 0.999999912134
BCKWD  0.0530530530531 1.0 0.999999952218
BCKWD  0.0540540540541 1.0 0.999999994921
BCKWD  0.0550550550551 1.0 1.00000003877
BCKWD  0.0560560560561 1.0 1.00000008221
BCKWD  0.0570570570571 1.0 1.00000012368
BCKWD  0.0580580580581 1.0 1.00000016165
BCKWD  0.0590590590591 1.0 1.00000019468
BCKWD  0.0600600600601 1.0 1.00000022148
BCKWD  0.0610610610611 1.0 1.00000024096
BCKWD  0.0620620620621 1.0 1.00000025227
BCKWD  0.0630630630631 1.0 1.00000025483
BCKWD  0.0640640640641 1.0 1.00000024837
BCKWD  0.0650650650651 1.0 1.00000023293
BCKWD  0.0660660660661 1.0 1.0000002089
BCKWD  0.0670670670671 1.0 1.00000017694
BCKWD  0.0680680680681 1.0 1.00000013806
BCKWD  0.0690690690691 1.0 1.00000009349
BCKWD  0.0700700700701 1.0 1.00000004473
BCKWD  0.0710710710711 1.0 0.99999999342
BCKWD  0.0720720720721 1.0 0.999999941358
BCKWD  0.0730730730731 1.0 0.999999890382
BCKWD  0.0740740740741 1.0 0.999999842335
BCKWD  0.0750750750751 1.0 0.999999798985
BCKWD  0.0760760760761 1.0 0.999999761969
BCKWD  0.0770770770771 1.0 0.999999732726
BCKWD  0.0780780780781 1.0 0.999999712445
BCKWD  0.0790790790791 1.0 0.999999702017
BCKWD  0.0800800800801 1.0 0.999999701994
BCKWD  0.0810810810811 1.0 0.999999712571
BCKWD  0.0820820820821 1.0 0.999999733565
BCKWD  0.0830830830831 1.0 0.999999764418
BCKWD  0.0840840840841 1.0 0.999999804211
BCKWD  0.0850850850851 1.0 0.999999851687
BCKWD  0.0860860860861 1.0 0.999999905294
BCKWD  0.0870870870871 1.0 0.999999963233
BCKWD  0.0880880880881 1.0 1.00000002352
BCKWD  0.0890890890891 1.0 1.00000008405
BCKWD  0.0900900900901 1.0 1.00000014266
BCKWD  0.0910910910911 1.0 1.00000019725
BCKWD  0.0920920920921 1.0 1.00000024579
BCKWD  0.0930930930931 1.0 1.00000028644
BCKWD  0.0940940940941 1.0 1.00000031763
BCKWD  0.0950950950951 1.0 1.00000033808
BCKWD  0.0960960960961 1.0 1.00000034686
BCKWD  0.0970970970971 1.0 1.00000034346
BCKWD  0.0980980980981 1.0 1.00000032779
BCKWD  0.0990990990991 1.0 1.00000030019
BCKWD  0.1001001001 1.0 1.00000026143
BCKWD  0.101101101101 1.0 1.0000002127
BCKWD  0.102102102102 1.0 1.00000015556
BCKWD  0.103103103103 1.0 1.00000009189
BCKWD  0.104104104104 1.0 1.00000002385
BCKWD  0.105105105105 1.0 0.999999953771
BCKWD  0.106106106106 1.0 0.999999884121
BCKWD  0.107107107107 1.0 0.999999817381
BCKWD  0.108108108108 1.0 0.999999755976
BCKWD  0.109109109109 1.0 0.999999702182
BCKWD  0.11011011011 1.0 0.999999658044
BCKWD  0.111111111111 1.0 0.999999625301
BCKWD  0.112112112112 1.0 0.999999605314
BCKWD  0.113113113113 1.0 0.999999599015
BCKWD  0.114114114114 1.0 0.999999606867
BCKWD  0.115115115115 1.0 0.999999628835
BCKWD  0.116116116116 1.0 0.999999664385
BCKWD  0.117117117117 1.0 0.999999712488
BCKWD  0.118118118118 1.0 0.999999771653
BCKWD  0.119119119119 1.0 0.999999839969
BCKWD  0.12012012012 1.0 0.999999915166
BCKWD  0.121121121121 1.0 0.99999999469
BCKWD  0.122122122122 1.0 1.00000007579
BCKWD  0.123123123123 1.0 1.00000015561
BCKWD  0.124124124124 1.0 1.00000023129
BCKWD  0.125125125125 1.0 1.00000030007
BCKWD  0.126126126126 1.0 1.00000035938
BCKWD  0.127127127127 1.0 1.00000040695
BCKWD  0.128128128128 1.0 1.00000044088
BCKWD  0.129129129129 1.0 1.00000045972
BCKWD  0.13013013013 1.0 1.00000046254
BCKWD  0.131131131131 1.0 1.00000044895
BCKWD  0.132132132132 1.0 1.00000041916
BCKWD  0.133133133133 1.0 1.00000037392
BCKWD  0.134134134134 1.0 1.00000031458
BCKWD  0.135135135135 1.0 1.000000243
BCKWD  0.136136136136 1.0 1.0000001615
BCKWD  0.137137137137 1.0 1.0000000728
BCKWD  0.138138138138 1.0 0.999999979933
BCKWD  0.139139139139 1.0 0.99999988612
BCKWD  0.14014014014 1.0 0.99999979468
BCKWD  0.141141141141 1.0 0.999999708907
BCKWD  0.142142142142 1.0 0.999999631953
BCKWD  0.143143143143 1.0 0.999999566711
BCKWD  0.144144144144 1.0 0.999999515713
BCKWD  0.145145145145 1.0 0.999999481028
BCKWD  0.146146146146 1.0 0.999999464185
BCKWD  0.147147147147 1.0 0.999999466106
BCKWD  0.148148148148 1.0 0.999999487064
BCKWD  0.149149149149 1.0 0.99999952666
BCKWD  0.15015015015 1.0 0.999999583825
BCKWD  0.151151151151 1.0 0.999999656848
BCKWD  0.152152152152 1.0 0.999999743422
BCKWD  0.153153153153 1.0 0.999999840717
BCKWD  0.154154154154 1.0 0.99999994547
BCKWD  0.155155155155 1.0 1.00000005409
BCKWD  0.156156156156 1.0 1.00000016279
BCKWD  0.157157157157 1.0 1.0000002677
BCKWD  0.158158158158 1.0 1.00000036503
BCKWD  0.159159159159 1.0 1.00000045116
BCKWD  0.16016016016 1.0 1.00000052283
BCKWD  0.161161161161 1.0 1.00000057722
BCKWD  0.162162162162 1.0 1.00000061208
BCKWD  0.163163163163 1.0 1.00000062578
BCKWD  0.164164164164 1.0 1.00000061747
BCKWD  0.165165165165 1.0 1.000000587
BCKWD  0.166166166166 1.0 1.00000053507
BCKWD  0.167167167167 1.0 1.0000004631
BCKWD  0.168168168168 1.0 1.00000037329
BCKWD  0.169169169169 1.0 1.0000002685
BCKWD  0.17017017017 1.0 1.00000015216
BCKWD  0.171171171171 1.0 1.00000002821
BCKWD  0.172172172172 1.0 0.999999900914
BCKWD  0.173173173173 1.0 0.999999774737
BCKWD  0.174174174174 1.0 0.999999654194
BCKWD  0.175175175175 1.0 0.999999543684
BCKWD  0.176176176176 1.0 0.999999447332
BCKWD  0.177177177177 1.0 0.999999368837
BCKWD  0.178178178178 1.0 0.999999311333
BCKWD  0.179179179179 1.0 0.999999277267
BCKWD  0.18018018018 1.0 0.999999268297
BCKWD  0.181181181181 1.0 0.999999285217
BCKWD  0.182182182182 1.0 0.999999327915
BCKWD  0.183183183183 1.0 0.999999395358
BCKWD  0.184184184184 1.0 0.99999948561
BCKWD  0.185185185185 1.0 0.999999595885
BCKWD  0.186186186186 1.0 0.999999722631
BCKWD  0.187187187187 1.0 0.999999861637
BCKWD  0.188188188188 1.0 1.00000000818
BCKWD  0.189189189189 1.0 1.00000015717
BCKWD  0.19019019019 1.0 1.00000030334
BCKWD  0.191191191191 1.0 1.00000044143
BCKWD  0.192192192192 1.0 1.00000056636
BCKWD  0.193193193193 1.0 1.00000067343
BCKWD  0.194194194194 1.0 1.00000075848
BCKWD  0.195195195195 1.0 1.00000081808
BCKWD  0.196196196196 1.0 1.00000084965
BCKWD  0.197197197197 1.0 1.00000085153
BCKWD  0.198198198198 1.0 1.00000082315
BCKWD  0.199199199199 1.0 1.00000076497
BCKWD  0.2002002002 1.0 1.00000067855
BCKWD  0.201201201201 1.0 1.00000056648
BCKWD  0.202202202202 1.0 1.00000043234
BCKWD  0.203203203203 1.0 1.00000028055
BCKWD  0.204204204204 1.0 1.00000011624
BCKWD  0.205205205205 1.0 0.999999945099
BCKWD  0.206206206206 1.0 0.999999773134
BCKWD  0.207207207207 1.0 0.999999606501
BCKWD  0.208208208208 1.0 0.999999451258
BCKWD  0.209209209209 1.0 0.999999313149
BCKWD  0.21021021021 1.0 0.999999197389
BCKWD  0.211211211211 1.0 0.999999108459
BCKWD  0.212212212212 1.0 0.999999049936
BCKWD  0.213213213213 1.0 0.999999024339
BCKWD  0.214214214214 1.0 0.99999903302
BCKWD  0.215215215215 1.0 0.999999076097
BCKWD  0.216216216216 1.0 0.999999152425
BCKWD  0.217217217217 1.0 0.999999259624
BCKWD  0.218218218218 1.0 0.999999394143
BCKWD  0.219219219219 1.0 0.999999551378
BCKWD  0.22022022022 1.0 0.999999725832
BCKWD  0.221221221221 1.0 0.999999911308
BCKWD  0.222222222222 1.0 1.00000010113
BCKWD  0.223223223223 1.0 1.00000028842
BCKWD  0.224224224224 1.0 1.0000004663
BCKWD  0.225225225225 1.0 1.00000062823
BCKWD  0.226226226226 1.0 1.00000076824
BCKWD  0.227227227227 1.0 1.00000088114
BCKWD  0.228228228228 1.0 1.0000009628
BCKWD  0.229229229229 1.0 1.00000101028
BCKWD  0.23023023023 1.0 1.00000102197
BCKWD  0.231231231231 1.0 1.0000009977
BCKWD  0.232232232232 1.0 1.00000093872
BCKWD  0.233233233233 1.0 1.00000084773
BCKWD  0.234234234234 1.0 1.00000072868
BCKWD  0.235235235235 1.0 1.00000058672
BCKWD  0.236236236236 1.0 1.00000042792
BCKWD  0.237237237237 1.0 1.00000025903
BCKWD  0.238238238238 1.0 1.00000008716
BCKWD  0.239239239239 1.0 0.999999919499
BCKWD  0.24024024024 1.0 0.999999762909
BCKWD  0.241241241241 1.0 0.999999623631
BCKWD  0.242242242242 1.0 0.999999506937
BCKWD  0.243243243243 1.0 0.999999416839
BCKWD  0.244244244244 1.0 0.99999935584
BCKWD  0.245245245245 1.0 0.999999324752
BCKWD  0.246246246246 1.0 0.999999322587
BCKWD  0.247247247247 1.0 0.999999346535
BCKWD  0.248248248248 1.0 0.99999939204
BCKWD  0.249249249249 1.0 0.999999452977
BCKWD  0.25025025025 1.0 0.999999521926
BCKWD  0.251251251251 1.0 0.999999590548
BCKWD  0.252252252252 1.0 0.999999650053
BCKWD  0.253253253253 1.0 0.999999691734
BCKWD  0.254254254254 1.0 0.999999707568
BCKWD  0.255255255255 1.0 0.999999690849
BCKWD  0.256256256256 1.0 0.999999636823
BCKWD  0.257257257257 1.0 0.999999543299
BCKWD  0.258258258258 1.0 0.9999994112
BCKWD  0.259259259259 1.0 0.999999244998
BCKWD  0.26026026026 1.0 0.999999053026
BCKWD  0.261261261261 1.0 0.999998847582
BCKWD  0.262262262262 1.0 0.999998644816
BCKWD  0.263263263263 1.0 0.999998464339
BCKWD  0.264264264264 1.0 0.999998328526
BCKWD  0.265265265265 1.0 0.999998261466
BCKWD  0.266266266266 1.0 0.999998287536
BCKWD  0.267267267267 1.0 0.999998429576
BCKWD  0.268268268268 1.0 0.999998706636
BCKWD  0.269269269269 1.0 0.999999131302
BCKWD  0.27027027027 1.0 0.99999970658
BCKWD  0.271271271271 1.0 1.00000042237
BCKWD  0.272272272272 1.0 1.00000125155
BCKWD  0.273273273273 1.0 1.00000214564
BCKWD  0.274274274274 1.0 1.00000303019
BCKWD  0.275275275275 1.0 1.00000379991
BCKWD  0.276276276276 1.0 1.00000431349
BCKWD  0.277277277277 1.0 1.00000438835
BCKWD  0.278278278278 1.0 1.00000379535
BCKWD  0.279279279279 1.0 1.00000225344
BCKWD  0.28028028028 1.0 0.999999424459
BCKWD  0.281281281281 1.0 0.999994908204
BCKWD  0.282282282282 1.0 0.999988237706
BCKWD  0.283283283283 1.0 0.99997887499
BCKWD  0.284284284284 1.0 0.999966207305
BCKWD  0.285285285285 1.0 0.999949543968
BCKWD  0.286286286286 1.0 0.999928113882
BCKWD  0.287287287287 1.0 0.99990106383
